dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant IV,32,663615,324.3938982486725,4.057398557662964,2661.999,37.383,0.9169825217650369,0.06167866673379991,0.46191553544494723,0.07796837084762781,0.10882601163772042,0.6919735822986599,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,32,663615,323.65339255332947,4.071706771850586,2670.104,34.241,0.9414206031315171,0.0870127073013138,0.45701357466063347,0.05320475274035646,0.14619142391894338,0.7019044109601384,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,33,677814,340.0638747215271,3.4826200008392334,2756.881,31.032,0.9241211447190638,0.10212151644489079,0.5653231410701877,0.07077023543904261,0.17299308878256248,0.7472764528155725,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,33,677814,338.88085198402405,3.6242799758911133,2762.031,32.138,0.9210233647139164,0.09542332705281711,0.5455177206393329,0.07363010310094394,0.1624333971341369,0.7359438087691944,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,33,677814,340.1315243244171,3.3416147232055664,2778.741,26.064,0.8763718842983269,0.07343838997531801,0.6719944405837387,0.1207181445787901,0.13240680518947043,0.7756381480024742,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,33,677814,323.88746666908264,3.9443130493164062,2676.499,36.312,0.9365007117084313,0.08055775839280994,0.45965309200603316,0.05820851811563886,0.13708951866846605,0.7007222869451971,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,33,677814,323.43494844436646,4.205752372741699,2679.212,36.542,0.9318166771491939,0.06820737039350407,0.4117647058823529,0.06241318718098904,0.1170292573143286,0.6746757593506819,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,33,677814,323.31533098220825,4.006870985031128,2659.932,35.712,0.9242982223840577,0.07806009602416789,0.5456259426847662,0.07150029286252196,0.13658030109962715,0.7370628249111221,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,34,957737,340.0726351737976,3.6251158714294434,2779.983,25.462,0.9131412460794787,0.09243789243789244,0.5882557331480195,0.08223298521270649,0.15976973528995422,0.7530113739676564,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,34,957737,337.9367024898529,3.4603846073150635,2754.77,29.005,0.9264231013121311,0.10058900523560209,0.534051424600417,0.06799022420992223,0.1692917722216103,0.7330306001952474,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,34,957737,339.63519406318665,3.3490068912506104,2754.776,30.457,0.9072386712843276,0.08751214026478557,0.5948575399583044,0.0883135772663408,0.1525778708613698,0.7532719813459818,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,34,957737,322.6156659126282,4.0815417766571045,2637.037,36.153,0.9276829752722698,0.07582260371959942,0.49962292609351433,0.06756756756756757,0.13166393401897947,0.7160276792629734,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,34,957737,323.1334149837494,4.059841156005859,2657.122,29.07,0.9674558906286206,0.09292519131657036,0.22435897435897437,0.024299221822441635,0.13141910546659305,0.6000298762682665,0.9674558906286206,0.09292519131657036,0.22435897435897437,0.024299221822441635,0.13141910546659305,0.9691543810202292,0.9774322078865547,0.9561346608973522
Variant V,34,957737,323.93643021583557,4.065612316131592,2640.815,34.378,0.9633594293091463,0.11505523147573539,0.3495475113122172,0.02983013973726048,0.17312540853487723,0.6598586857874784,0.9633594293091463,0.11505523147573539,0.3495475113122172,0.02983013973726048,0.17312540853487723,0.9818270691927032,0.9855426044546557,0.9573849959027794
Base,35,543082,337.82770800590515,3.2860634326934814,2753.005,23.603,0.9294037880894196,0.10266602700294702,0.5205003474635164,0.06477418333473504,0.17150380674337398,0.7278630820643905,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,35,543082,340.2492997646332,3.47560453414917,2776.081,24.166,0.9381786254329058,0.11009393408692883,0.48054204308547604,0.05530544396730849,0.17914507772020724,0.7126182995590837,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,35,543082,338.79590940475464,3.464087963104248,2755.278,24.633,0.9109945856299693,0.09446408781466041,0.6219596942321056,0.08489007183424693,0.16401704311174234,0.7685348111989293,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,35,543082,323.69616174697876,3.8675575256347656,2618.524,27.475,0.9320111556158761,0.07327345927531743,0.44607843137254904,0.06259727219479541,0.12587114965154014,0.6917405795888768,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,35,543082,323.97826075553894,4.059443950653076,2604.445,30.997,0.9333890562415175,0.06837442218798151,0.40158371040723984,0.06071040080328006,0.11685319289005926,0.6704366548019799,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,35,543082,324.6579964160919,4.080326318740845,2609.253,31.601,0.9186128306133934,0.06916805914223505,0.5150829562594268,0.07690988201824116,0.12195884112316416,0.7190865371205929,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,36,529927,339.9129476547241,3.6201508045196533,2712.244,28.656,0.929364765793055,0.10493701055498808,0.5354412786657401,0.06502649245793611,0.17548254853954337,0.7352073931039019,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,36,529927,340.2575035095215,3.4276986122131348,2721.871,30.355,0.9130920442905224,0.08725203072332431,0.54864489228631,0.08171887677359349,0.1505601907032181,0.7334630077563583,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,36,529927,339.6724302768707,3.298748254776001,2734.035,29.933,0.9425540217550363,0.11842895120487094,0.47984711605281444,0.05085785526289751,0.18997179998624392,0.7144946303949584,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,36,529927,324.48270773887634,4.0939929485321045,2614.691,35.318,0.9512065940613724,0.09319921666369949,0.3947963800904977,0.04261986444648983,0.1507993662681838,0.6760882578220039,0.9512065940613724,0.09319921666369949,0.3947963800904977,0.04261986444648983,0.1507993662681838,0.9803860977888771,0.9680892157477469,0.9417736456416291
Variant IV,36,529927,323.98654198646545,4.0600810050964355,2598.583,35.533,0.9434109040352213,0.07820630547903275,0.385369532428356,0.05039745627980922,0.13002544529262086,0.6674860380742734,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,36,529927,323.07167887687683,3.8745651245117188,2603.019,27.206,0.9524851865338144,0.09789636645114289,0.40535444947209653,0.0414442306083173,0.15770556737328542,0.6819551094318895,0.9524851865338144,0.09789636645114289,0.40535444947209653,0.0414442306083173,0.15770556737328542,0.9962191266470044,0.9897248848123457,0.9956875091661118
Base,37,66336,339.57006430625916,3.610239028930664,2734.908,24.925,0.9643823989932248,0.15132408575031525,0.33356497567755383,0.026635927829696288,0.20819778789850357,0.6534645239239288,0.9643823989932248,0.15132408575031525,0.33356497567755383,0.026635927829696288,0.20819778789850357,0.9589699100312113,0.9946935432629539,0.9714546716706459
Variant I,37,66336,339.79673290252686,3.477717399597168,2740.745,24.111,0.9320130725330472,0.10267279781577814,0.49652536483669213,0.06178635742979835,0.17015956180042868,0.7173695037034469,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,37,66336,340.12568616867065,3.3428173065185547,2735.124,23.258,0.9294766108970294,0.10461622507511609,0.532314107018763,0.06486850177111986,0.17486588289008104,0.7337228026238216,0.9859616604068094,0,0.0,0.0,0,0,0,0
