dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant I,50,878902,65.80974817276001,1.3600897789001465,6045.302,118.194,0.9858641041900396,0.045454545454545456,0.00034746351633078526,0.000103892505887242,0.0006896551724137932,0.5001217855052218,0.9858641041900396,0.045454545454545456,0.00034746351633078526,0.000103892505887242,0.0006896551724137932,0.7378081978688653,0.5180864973540612,0.8593685936859369
Variant II,50,878902,63.828105449676514,1.320908784866333,5859.934,128.341,0.9458123993951515,0.0454997239094423,0.14315496872828354,0.042759187065877745,0.06905220816223917,0.550197890831203,0.9458123993951515,0.0454997239094423,0.14315496872828354,0.042759187065877745,0.06905220816223917,0.9736586093470692,0.9890899739159139,0.9644678331667034
Variant III,50,878902,59.67155718803406,1.5824999809265137,5485.646,146.615,0.8944147439504784,0.031166700840680746,0.2865761689291101,0.09884110116308259,0.056219255094869997,0.5938675338830137,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,50,878902,61.77509379386902,1.6949419975280762,5680.345,155.25,0.9234706544407296,0.03284779147254821,0.21003016591251886,0.06861350514601289,0.05681064817175787,0.5707083303832531,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,50,878902,59.58237028121948,1.572575330734253,5479.36,146.689,0.8370229070806713,0.02803402112187476,0.41138763197586725,0.15825453936909045,0.05249103899540523,0.6265665463033884,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,51,507014,63.845571994781494,1.3271169662475586,5854.107,124.861,0.9859470955217037,0.0,0.0,1.4841713129474157e-05,0,0.49999257914343526,0.9859470955217037,0.0,0.0,1.4841713129474157e-05,0,0,0.1922647506061893,0.18000140204806866
Variant I,51,507014,62.958441734313965,1.3276045322418213,5772.093,117.782,0.8194917321106288,0.03267239962754012,0.41452397498262683,0.17474224764015595,0.06057067424857839,0.6198908636712355,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,51,507014,64.70054221153259,1.3384292125701904,5936.205,117.309,0.9137212818886884,0.046762149589913087,0.26546212647671996,0.0770486612708527,0.07951706910907577,0.5942067326029337,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,51,507014,59.69486093521118,1.6182608604431152,5478.251,146.184,0.8898879473004734,0.029237238181318032,0.28054298642533937,0.1033511840013388,0.05295562119648386,0.5885959012120002,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,51,507014,60.2329580783844,1.7106454372406006,5516.806,154.65,0.8609354828031381,0.02623201714110805,0.32315233785822023,0.13309764873232366,0.048524998584451605,0.5950273445629483,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,51,507014,59.86234498023987,1.587031602859497,5498.393,137.22,0.9232720381343308,0.03461606044631875,0.2228506787330317,0.06895657267174295,0.05992395437262358,0.5769470530306444,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,52,63468,63.19133806228638,1.3557007312774658,5789.448,117.522,0.8750749959758257,0.04087732762451024,0.3516330785267547,0.11747215941978796,0.07324045594354985,0.6170804595534833,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,52,63468,63.3874945640564,1.3335447311401367,5812.199,117.847,0.9313155455831423,0.04815681213196741,0.20743571924947882,0.05837769378425979,0.07816693944353519,0.5745290127326095,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,52,63468,60.20392727851868,1.3629913330078125,5516.737,118.948,0.9859616604068094,0.5,0.00034746351633078526,4.947262185106762e-06,0.0006944444444444445,0.5001712581270729,0.9859616604068094,0.5,0.00034746351633078526,4.947262185106762e-06,0.0006944444444444445,0,0,0
Variant III,52,63468,59.76416206359863,1.5943021774291992,5468.033,145.138,0.8817529544175576,0.030803199768342563,0.3208898944193062,0.11202409840180738,0.056210574985963865,0.6044328980087493,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,52,63468,59.40244746208191,1.6767733097076416,5439.194,146.079,0.8992311893806482,0.029323732269118986,0.2549019607843137,0.09361978077148356,0.05259677105621474,0.5806410900064151,0.9890264490714687,0,0.0,0.0,0,0,0,0
