dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Base,0,987231,1891.788946390152,17.923483848571777,163807.562,1569.4,0.9811180863465863,0.12808988764044943,0.05941626129256428,0.005758584694235973,0.08117730833135534,0.5268288382991642,0.9811180863465863,0.12808988764044943,0.05941626129256428,0.005758584694235973,0.08117730833135534,0.9812406324607083,0.97224344942435,0.980202131331435
Variant I,0,987231,1859.992695093155,17.82783794403076,162194.989,1559.104,0.9392273547631823,0.05688650448617149,0.21369006254343295,0.050442285239348544,0.0898531667762437,0.5816238886520423,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,0,987231,1866.3026132583618,17.743469715118408,162770.472,1550.317,0.9636895761182381,0.06045437042741625,0.10910354412786658,0.024142639463320997,0.0777998017839445,0.5424804523322728,0.9636895761182381,0.06045437042741625,0.10910354412786658,0.024142639463320997,0.0777998017839445,0.9359757397514281,0.9697282278429207,0.9640904637043233
Variant III,0,987231,1782.1612062454224,21.495015382766724,155401.568,1877.718,0.9263381773643616,0.03470515970515971,0.21304675716440422,0.06574763618107271,0.05968730192267061,0.5736495604916657,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,0,987231,1780.2033314704895,21.133967399597168,155762.135,1853.42,0.9191797146545732,0.03277236492471213,0.22322775263951736,0.07309848548238641,0.057153890712492765,0.5750646335785655,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,0,987231,1777.8299601078033,21.15877056121826,155068.795,1847.68,0.9204789963255984,0.037624204532767665,0.25414781297134237,0.07212785540958916,0.06554507439463192,0.5910099787808766,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,1,79954,1862.143928527832,17.831854581832886,162616.659,1566.496,0.9494027149762696,0.06711331870162875,0.20187630298818623,0.03995389174454443,0.10073688773298656,0.5809612056218209,0.9494027149762696,0.06711331870162875,0.20187630298818623,0.03995389174454443,0.10073688773298656,0.9960209415698168,0.9838579207765987,0.9657161937988739
Variant I,1,79954,1851.07616853714,17.99222445487976,161673.33,1571.518,0.977308423979318,0.10045045045045045,0.07748436414176511,0.009879682583658204,0.08748528834837192,0.5338023407790534,0.977308423979318,0.10045045045045045,0.07748436414176511,0.009879682583658204,0.08748528834837192,0.9509130432628646,0.9564163380999792,0.9408976359627726
Variant II,1,79954,1853.013555765152,17.726004600524902,162012.423,1544.599,0.9805960684844641,0.11805555555555555,0.05906879777623349,0.006283022975085588,0.07874015748031496,0.526392887400574,0.9805960684844641,0.11805555555555555,0.05906879777623349,0.006283022975085588,0.07874015748031496,0.9238523699609019,0.939296128550177,0.8509464389654157
Variant III,1,79954,1770.2651402950287,21.156616687774658,154766.216,1849.55,0.9765094839286306,0.05132008306140611,0.06523378582202112,0.013379633503472512,0.057446455254856386,0.5259270761592743,0.9765094839286306,0.05132008306140611,0.06523378582202112,0.013379633503472512,0.057446455254856386,0.9712815129402794,0.9854399993249017,0.989482188749762
Variant IV,1,79954,1769.338594198227,20.963887214660645,154760.472,1825.659,0.9379448177695389,0.034677723332076894,0.17345399698340874,0.05357292276796921,0.05779983665263554,0.5599405371077197,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,1,79954,1772.3306937217712,21.358425855636597,154957.748,1877.595,0.9295574166639081,0.037342261138295134,0.2187028657616893,0.0625554346916576,0.06379234491860977,0.578073715535016,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,2,567130,1873.7191452980042,18.005072355270386,164338.329,1586.287,0.8806551843559614,0.0413816544164507,0.33842946490618486,0.11162452444677515,0.07374597766420594,0.6134024702297047,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,2,567130,1870.5219449996948,18.143477201461792,163548.838,1592.52,0.9755621676991366,0.08936825885978428,0.08061153578874218,0.011695327805592385,0.08476434051881622,0.534458103991575,0.9755621676991366,0.08936825885978428,0.08061153578874218,0.011695327805592385,0.08476434051881622,0.9530564490194735,0.9842630092372776,0.9719368720511625
Variant II,2,567130,1862.177456855774,17.72382879257202,163138.452,1547.811,0.8721281888688357,0.03859385503578631,0.3391243919388464,0.1202827855065007,0.0693009550182838,0.6094208032161729,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,2,567130,1783.26584649086,21.290741443634033,155959.33,1868.306,0.9409695786024033,0.037879993633614516,0.1794871794871795,0.0505815412936156,0.06255749770009199,0.564452819096782,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,2,567130,1773.2799746990204,21.178179025650024,154829.247,1850.808,0.9480204574795591,0.04060819580938253,0.16515837104072398,0.04329344824700862,0.06518827206429528,0.5609324613968577,0.9480204574795591,0.04060819580938253,0.16515837104072398,0.04329344824700862,0.06518827206429528,0.9663155901740526,0.9655464877425071,0.955124155968177
Variant V,2,567130,1769.3672354221344,21.16564440727234,154616.428,1853.186,0.9890264490714687,0,0.0,0.0,0,0.5,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,3,500891,1855.5320119857788,17.843270778656006,162459.714,1552.315,0.9242284560340664,0.04065040650406504,0.19457956914523974,0.0653826935730435,0.06725111084424162,0.5645984377860981,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,3,500891,1852.0749423503876,17.8219096660614,162521.15,1558.174,0.9268621042875957,0.042930436094763845,0.1977067407922168,0.06275602081807928,0.07054302008430448,0.5674753599870688,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,3,500891,1857.2666776180267,18.01002788543701,162506.967,1585.519,0.9646114823667138,0.06027727546714889,0.10423905489923559,0.023138345239744326,0.07638446849140676,0.5405503548297456,0.9646114823667138,0.06027727546714889,0.10423905489923559,0.023138345239744326,0.07638446849140676,0.9851680539552601,0.979317185326545,0.9800885637273778
Variant III,3,500891,1778.1573774814606,21.49442410469055,155887.597,1885.98,0.9869864940911649,0.10048622366288493,0.023378582202111614,0.0023219814241486067,0.03793208932395228,0.5105283003889814,0.9869864940911649,0.10048622366288493,0.023378582202111614,0.0023219814241486067,0.03793208932395228,0.9542407343175512,0.8961285940683722,0.8644934182179352
Variant IV,3,500891,1782.8508615493774,21.370211362838745,156345.206,1877.566,0.9528782813068953,0.03403029656496693,0.12028657616892911,0.03788385909128943,0.05305172127058041,0.5412013585388198,0.9528782813068953,0.03403029656496693,0.12028657616892911,0.03788385909128943,0.05305172127058041,0.9764078551685489,0.9967944383241446,0.9534835637980542
Variant V,3,500891,1783.316087961197,21.235462188720703,156472.698,1869.939,0.8068373663477771,0.023464219230269708,0.40874811463046756,0.18874571165592838,0.044380757420675536,0.6100012014872696,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,4,55399,1867.44566488266,18.20324993133545,163307.367,1586.764,0.9636556087234344,0.08053568152632544,0.15253648366921474,0.024795555401641495,0.10541481570416615,0.5638704641337866,0.9636556087234344,0.08053568152632544,0.15253648366921474,0.024795555401641495,0.10541481570416615,0.9602800267291356,0.9930154734981991,0.9617147664960883
Variant I,4,55399,1854.548789024353,17.975626945495605,162072.703,1571.146,0.9089410272669626,0.042901806391848075,0.25747046560111186,0.08178319118199988,0.07354838709677418,0.5878436372095561,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,4,55399,1853.6230728626251,17.955440998077393,161605.491,1560.68,0.9374567094288083,0.04963768115942029,0.19041000694927032,0.051906674846140144,0.07874694640034488,0.5692516660515651,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,4,55399,1780.674341917038,21.136768579483032,154429.507,1836.752,0.8858163130192989,0.02660846460428924,0.2643288084464555,0.10728809304660698,0.04834982929268545,0.5785203576999243,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,4,55399,1771.2468476295471,21.029801607131958,154220.487,1822.889,0.7328445165348075,0.01732310474943088,0.4189291101055807,0.2636724960254372,0.03327044590183571,0.5776283070400717,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,4,55399,1772.6788001060486,21.074342489242554,153567.206,1833.827,0.940857856930054,0.03632597785389947,0.17194570135746606,0.050610827545812066,0.059980269648142064,0.5606674369058271,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,5,135049,1853.0431544780731,17.76273536682129,161162.343,1542.356,0.8801917945866319,0.03875606228197056,0.3165392633773454,0.11178283605348953,0.06905700424499697,0.602378213661928,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,5,135049,1861.426509141922,17.92748260498047,160968.777,1541.422,0.9268279596117263,0.047547958498171235,0.22133425990271022,0.06312706548196229,0.07827956989247313,0.579103597210374,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,5,135049,1851.0237646102905,17.78296184539795,159594.18,1547.998,0.9713038388371299,0.07995526977914454,0.09937456567060458,0.016281439851186352,0.08861347792408984,0.5415465629097092,0.9713038388371299,0.07995526977914454,0.09937456567060458,0.016281439851186352,0.08861347792408984,0.9874899287599485,0.9520167062033373,0.9735376251615901
Variant III,5,135049,1762.8678691387177,21.116355895996094,152553.581,1835.785,0.9658628223377139,0.05373086734693878,0.12707390648567118,0.02483055811229186,0.0755266696548633,0.5511216741866897,0.9658628223377139,0.05373086734693878,0.12707390648567118,0.02483055811229186,0.0755266696548633,0.953733645384122,0.9345453054501309,0.9509271289165238
Variant IV,5,135049,1761.461253643036,20.91623878479004,153388.048,1816.638,0.9457736105134231,0.034221548881561356,0.14479638009049775,0.04533930215044766,0.05535933107474951,0.5497285389700249,0.9457736105134231,0.034221548881561356,0.14479638009049775,0.04533930215044766,0.05535933107474951,0.9948489833548155,0.9877308961357382,0.9741973703386158
Variant V,5,135049,1774.7003726959229,21.22842288017273,153155.769,1846.449,0.9525720811678638,0.0484829848298483,0.17835595776772248,0.03883775416283156,0.07624113475177306,0.5697591018024455,0.9525720811678638,0.0484829848298483,0.17835595776772248,0.03883775416283156,0.07624113475177306,0.9880169743162462,0.9675296404893506,0.9331167897539917
Base,6,733378,1859.4714422225952,17.80524754524231,161871.674,1553.799,0.9790060045558531,0.10167597765363129,0.06323835997220292,0.007955158237398148,0.0779777206512425,0.5276416008674024,0.9790060045558531,0.10167597765363129,0.06323835997220292,0.007955158237398148,0.0779777206512425,0.9504208330304058,0.9751682516561289,0.9446462084628922
Variant I,6,733378,1856.9101419448853,18.050386667251587,161672.576,1564.856,0.9776010926296278,0.10287303058387395,0.07713690062543432,0.00957789959036669,0.08816521048451152,0.5337795005175338,0.9776010926296278,0.10287303058387395,0.07713690062543432,0.00957789959036669,0.08816521048451152,0.9785774030579812,0.9303924077659328,0.930133615897442
Variant II,6,733378,1853.403971195221,17.63777184486389,161151.392,1532.491,0.8714843178381543,0.03726487637525139,0.32835302293259205,0.12078245898719649,0.06693345610369374,0.6037852819726979,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,6,733378,1765.343383550644,21.014019012451172,152742.158,1835.287,0.9474535734383793,0.036876555729694845,0.15082956259426847,0.04370763952807297,0.05926364915919698,0.5535609615330976,0.9474535734383793,0.036876555729694845,0.15082956259426847,0.04370763952807297,0.05926364915919698,0.9959434268729572,0.9948277994916754,0.9652691932911003
Variant IV,6,733378,1770.7889852523804,21.195111513137817,152997.057,1847.544,0.8781695852229469,0.02751225706324292,0.29411764705882354,0.11535017990126349,0.050317711189239764,0.58938373357878,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,6,733378,1779.677517414093,21.04189968109131,155344.744,1832.972,0.9448632857757622,0.034214890459980794,0.1478129713423831,0.04629319722198979,0.055567368346445524,0.5507598870601966,0.9448632857757622,0.034214890459980794,0.1478129713423831,0.04629319722198979,0.055567368346445524,0.9933686876691419,0.9998832911793721,0.9818319441626654
Base,7,732057,1860.04363155365,17.987942218780518,162820.582,1578.713,0.9508026398583491,0.062302647558902115,0.17824878387769283,0.03819762235755666,0.09233261339092873,0.5700255807600682,0.9508026398583491,0.062302647558902115,0.17824878387769283,0.03819762235755666,0.09233261339092873,0.9805795188896315,0.9913796163174551,0.9417389084731895
Variant I,7,732057,2008.7558567523956,21.659290313720703,176244.077,1907.51,0.9602751085312912,0.07117263843648208,0.15184155663655316,0.028214236241663863,0.09691727655799512,0.5618136601974447,0.9602751085312912,0.07117263843648208,0.15184155663655316,0.028214236241663863,0.09691727655799512,0.9847952135178932,0.9810423194383041,0.9238941927096422
Variant II,7,732057,2118.8926708698273,24.654773235321045,186505.978,2156.681,0.9724501243841763,0.08804283164782867,0.10284920083391244,0.015168305859537332,0.09487179487179487,0.5438404474871875,0.9724501243841763,0.08804283164782867,0.10284920083391244,0.015168305859537332,0.09487179487179487,0.9601777872273646,0.9863866794257166,0.9992521602513748
Variant III,7,732057,2019.8750483989716,29.67646861076355,177567.14,2610.166,0.9023304313284121,0.02789544840018026,0.23340874811463047,0.09024767801857585,0.04983495692778359,0.5715805350480273,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,7,732057,2025.813257932663,25.76387929916382,178269.864,2250.006,0.9251506173656857,0.030018875966632164,0.1858974358974359,0.06664714249853569,0.051690694626474444,0.5596251466994501,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,7,732057,2024.9131636619568,25.602285385131836,178073.2,2243.809,0.8505288159157867,0.02661726020422595,0.3548265460030166,0.1439712157978412,0.04951980002631233,0.6054276651025876,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,8,51333,2086.5491709709167,29.36087989807129,182969.515,2560.706,0.9567486622669028,0.0714183483612423,0.17338429464906185,0.03209767826134278,0.10116573745565129,0.5706433081938594,0.9567486622669028,0.0714183483612423,0.17338429464906185,0.03209767826134278,0.10116573745565129,0.9899120888131876,0.9603284952306388,0.9863321632564883
Variant I,8,51333,2156.844333410263,23.33641505241394,189326.794,2051.252,0.9211160431198478,0.04590791091679191,0.2334954829742877,0.06909346367720104,0.0767298469970313,0.5822010096485434,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,8,51333,2008.5358211994171,18.00859022140503,176566.693,1581.688,0.948051314570021,0.05466422186568875,0.16574009728978456,0.04080996576494568,0.08221302998965874,0.5624650657624195,0.948051314570021,0.05466422186568875,0.16574009728978456,0.04080996576494568,0.08221302998965874,0.9834901944083133,0.998453337648677,0.9852044684208445
Variant III,8,51333,1789.3861463069916,21.426738023757935,157604.71,1881.676,0.9640214836638088,0.04184988627748294,0.10407239819004525,0.026437118232783868,0.05969503622796583,0.5388176399786307,0.9640214836638088,0.04184988627748294,0.10407239819004525,0.026437118232783868,0.05969503622796583,0.9857688354451057,0.9873568932617123,0.9557151372830123
Variant IV,8,51333,1789.4493570327759,21.365525007247925,157725.425,1891.577,0.9120005627462014,0.03310759969902182,0.248868778280543,0.08064178729813405,0.05844069597556116,0.5841134954912044,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,8,51333,1774.0235126018524,21.027473211288452,156510.56,1858.025,0.8623133834287795,0.025239527456512978,0.30693815987933637,0.1315245586143419,0.04664355499527262,0.5877068006324973,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,9,731479,1861.8937397003174,17.80784034729004,163879.934,1569.838,0.9755427757534961,0.10502958579881656,0.09867963863794302,0.01197231525777582,0.10175564313865997,0.5433536616900835,0.9755427757534961,0.10502958579881656,0.09867963863794302,0.01197231525777582,0.10175564313865997,0.9285822841000392,0.9750595602593385,0.9827219833106259
Variant I,9,731479,1863.0732243061066,18.11318325996399,164045.719,1591.202,0.9320228281547241,0.05404097435070172,0.23280055594162613,0.0580214909069321,0.08771929824561403,0.587389532517347,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,9,731479,1859.0909187793732,17.95284366607666,163758.432,1581.655,0.9433149602458417,0.056237945386255206,0.19249478804725503,0.04599469653493757,0.08704532956241652,0.5732500457561587,0.9433149602458417,0.056237945386255206,0.19249478804725503,0.04599469653493757,0.08704532956241652,0.9680057000088749,0.9755853946676266,0.9462857299907248
Variant III,9,731479,1774.5167965888977,21.186111211776733,156105.62,1870.336,0.981168691449568,0.06584362139917696,0.05429864253393665,0.008547401891055142,0.059516429014259145,0.5228756203214407,0.981168691449568,0.06584362139917696,0.05429864253393665,0.008547401891055142,0.059516429014259145,0.977795957881792,0.960000177344177,0.9781608271756118
Variant IV,9,731479,1780.4227974414825,21.27563786506653,156182.67,1871.544,0.8636871462147042,0.025769483670977235,0.3103318250377074,0.13017320726299053,0.04758738327213853,0.5900793088873585,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,9,731479,1783.3952186107635,21.35623788833618,156680.943,1880.751,0.9795714853189447,0.08196121478229053,0.08446455505279035,0.010497029537277216,0.08319405756731661,0.5369837627577565,0.9795714853189447,0.08196121478229053,0.08446455505279035,0.010497029537277216,0.08319405756731661,0.9574191236997015,0.972732181497006,0.9208514240417901
Base,10,399758,1855.8386166095734,17.819010972976685,162036.554,1562.577,0.9813473423377282,0.12697160883280756,0.055941626129256426,0.005476592144775964,0.07766521948866377,0.5252325169922403,0.9813473423377282,0.12697160883280756,0.055941626129256426,0.005476592144775964,0.07766521948866377,0.9338942618263563,0.9346284641736762,0.9809057583230122
Variant I,10,399758,1855.605395078659,18.174537897109985,162203.262,1598.795,0.9612896931856982,0.06724845995893224,0.1365531619179986,0.02696752617101696,0.09011694565466635,0.5547928178734909,0.9612896931856982,0.06724845995893224,0.1365531619179986,0.02696752617101696,0.09011694565466635,0.9327151801973552,0.9727715599282019,0.9246104464762465
Variant II,10,399758,1859.029219865799,17.81385374069214,162460.571,1558.965,0.971245305107068,0.07898409154339939,0.09833217512161223,0.016325965210852313,0.08760253830676366,0.54100310495538,0.971245305107068,0.07898409154339939,0.09833217512161223,0.016325965210852313,0.08760253830676366,0.9515042853415415,0.9896320693674338,0.8983912471142332
Variant III,10,399758,1775.6345512866974,21.083455801010132,154438.341,1388.228,0.7053113310602801,0.019212969455585784,0.5165912518853696,0.29259476194460715,0.0370480543010898,0.6119982449703811,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,10,399758,1770.4170331954956,21.295056104660034,155024.369,1855.949,0.8703159654407627,0.028405168162540684,0.3257918552036199,0.12364237302317797,0.052254377211285494,0.601074741090221,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,10,399758,1780.9434072971344,21.272087335586548,154042.412,1857.098,0.8721283392366513,0.028537098227696005,0.3223981900452489,0.12177223663291775,0.052433078833593966,0.6003129767061656,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,11,401397,1867.589881658554,17.71621870994568,163279.057,1547.611,0.9859617288828404,0,0.0,0.0,0,0.5,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,11,401397,1856.6119780540466,17.98023748397827,162233.233,1568.941,0.9253890054143701,0.04784445091756481,0.22828353022932593,0.06468545307027092,0.07910897049969898,0.5817990385795275,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,11,401397,1871.004165649414,18.006683826446533,163758.684,1572.698,0.9465050485342178,0.0589902954966743,0.18797776233495483,0.04269487265747136,0.08979998340111213,0.5726414448387417,0.9465050485342178,0.0589902954966743,0.18797776233495483,0.04269487265747136,0.08979998340111213,0.9794013841707447,0.9696174143129048,0.9794662983544553
