dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant IV,21,659806,1121.2394244670868,12.168937683105469,97677.976,1057.275,0.977804627759939,0.05306526038233355,0.06070889894419306,0.012019914651493598,0.05663032008441787,0.5243444921463497,0.977804627759939,0.05306526038233355,0.06070889894419306,0.012019914651493598,0.05663032008441787,0.991138544379151,0.9998494875232714,0.9462269167808802
Variant V,21,659806,1110.4014337062836,12.328689336776733,96911.975,1083.841,0.0403563507563971,0.011209892335571901,0.9913273001508296,0.9701949627646222,0.022169097340804546,0.5105661686931037,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,22,219339,1170.7400283813477,10.413330554962158,102254.327,907.05,0.9345108311261346,0.04791702382993314,0.19423210562890897,0.05494896924302316,0.07687018701870188,0.5696415681929429,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,22,219339,1176.1320054531097,10.25054407119751,102504.93,888.086,0.014038339593190577,0.014038339593190577,1.0,1.0,0.027687985838528436,0.5,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,22,219339,1171.7117490768433,10.407517910003662,101865.187,905.936,0.18459587337203062,0.01564895398476379,0.9221681723419041,0.8259058437060931,0.030775653141922838,0.5481311643179054,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,22,219339,1117.3833358287811,12.319966316223145,97019.229,1074.402,0.979153563507564,0.058801775147928996,0.05995475113122172,0.01064764454857334,0.05937266616878268,0.5246535532913242,0.979153563507564,0.058801775147928996,0.05995475113122172,0.01064764454857334,0.05937266616878268,0.9844537322345335,0.9671539620948064,0.9697170588040124
Variant IV,22,219339,1111.1924436092377,12.133303165435791,96589.02,1059.413,0.9761536297129995,0.05185825410544512,0.06787330316742081,0.013768722282654172,0.05879470847623714,0.5270522904423833,0.9761536297129995,0.05185825410544512,0.06787330316742081,0.013768722282654172,0.05879470847623714,0.9301715986150781,0.9858792009523651,0.9782109026589653
Variant V,22,219339,1121.1369194984436,12.12818717956543,97487.67,1054.1,0.9741964315270284,0.05333998005982054,0.08069381598793364,0.015889883691741276,0.06422569027611046,0.5324019661480962,0.9741964315270284,0.05333998005982054,0.08069381598793364,0.015889883691741276,0.06422569027611046,0.9851263952262466,0.9569007109728573,0.9470764698429994
Base,23,979755,1171.8668155670166,10.389906644821167,101797.674,902.464,0.014038271117159567,0.014038271117159567,1.0,1.0,0.027687852652136476,0.5,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,23,979755,1170.6104333400726,10.147258043289185,101714.527,882.14,0.028798595190478515,0.01412837857913972,0.9913134120917304,0.9849059030732392,0.027859695720953852,0.5032037545092456,0.9859616604068094,0,0.0,0.0,0,0,0,0
